,price,rating_value,review_count,cover_type,paper_type,rating_ratio,book_name,will_read_count,now_reading_count,already_read_count,favourite_count,purchase_info,page_num
1490,30.8,,,Karton Kapak,Kitap Kağıdı,0.0,Beni Bana Anlat,0.0,0.0,0.0,4.0,5.0,88
1491,117.0,,,Karton Kapak,Kitap Kağıdı,0.0,Gücünü Kendinden Alan Kadınlar,0.0,0.0,0.0,3.0,3.0,55
1492,76.0,5.0,1.0,Karton Kapak,3. Hm. Kağıt,100.0,Düşlediğiniz İnsan Olun,1.0,0.0,2.0,62.0,51.0,138
1493,138.4,5.0,,Karton Kapak,3. Hm. Kağıt,100.0,"İnsani Bir Çalışma İlişkisi Verimlilik, Hakkaniyet ve Söz Hakkını Dengelemek",5.0,0.0,0.0,66.0,53.0,382
1494,90.3,,,Karton Kapak,Kitap Kağıdı,0.0,İnsanlar ve İnsancılar,3.0,0.0,0.0,29.0,13.0,376
1495,72.0,5.0,1.0,Karton Kapak,1. Hm. Kağıt,100.0,101 Misafir Memnuniyet Yolu,0.0,0.0,0.0,13.0,29.0,216
1496,10.94,,,Karton Kapak,Kitap Kağıdı,0.0,Mutlu Baba’ya Göre Tasavvuf Nedir?,0.0,0.0,0.0,12.0,10.0,24
1497,28.86,,,Karton Kapak,Kitap Kağıdı,0.0,Gizemli Okullarda İçsel Yolculuk,1.0,0.0,0.0,13.0,7.0,348
1498,71.2,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,İki Yüzlü Güven Ortağı,3.0,0.0,2.0,30.0,73.0,336
1499,107.25,,,Karton Kapak,Kitap Kağıdı,0.0,Bilinç Yogası  Bilinç’i Seçmeye Davetlisin,2.0,0.0,0.0,34.0,29.0,480
1500,176.25,,,Karton Kapak,Kitap Kağıdı,0.0,Beynim Beni İyileştir,0.0,0.0,0.0,2.0,4.0,332
1501,45.5,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Başarı Yolunda 11 Ölümcül Hata,2.0,1.0,0.0,31.0,32.0,168
1502,73.1,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Çalışma Hayatında Psikolojik Sermaye Mesleki Bağlılık ve Kariyer Planlamasına Genel Bakış,2.0,0.0,0.0,7.0,27.0,186
1503,104.0,3.0,1.0,Karton Kapak,Kitap Kağıdı,60.0,En Kolay Yol,1.0,0.0,2.0,24.0,102.0,184
1504,109.8,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Yeniden Bize Dair,0.0,0.0,0.0,6.0,36.0,406
1505,148.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Anomali,0.0,1.0,0.0,12.0,14.0,272
1506,147.88,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Ev Kızı,0.0,0.0,0.0,8.0,4.0,214
1507,52.0,,,Karton Kapak,Kitap Kağıdı,0.0,Görevimiz Panik Atak,0.0,0.0,0.0,4.0,2.0,80
1508,55.0,,,Karton Kapak,Kitap Kağıdı,0.0,Hayır!,0.0,0.0,0.0,11.0,7.0,184
1509,71.83,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Psikolojik Sermaye Nasıl Geliştirilir?  Daha Pozitif Olmaya Yönelik Ampirik Bulgular,3.0,1.0,0.0,18.0,15.0,184
1510,101.4,,,Karton Kapak,Kitap Kağıdı,0.0,Yaşam Çiçeğim Vuslat,1.0,0.0,0.0,1.0,4.0,272
1511,71.2,4.0,2.0,Karton Kapak,Kitap Kağıdı,80.0,Hayallere Ulaşma Rehberi,3.0,1.0,6.0,62.0,94.0,232
1512,63.67,,,Karton Kapak,Kitap Kağıdı,0.0,Otoparktaki Yabancı: Sanrılı Keşişin Öğretileri,0.0,0.0,0.0,4.0,7.0,120
1513,46.8,,,Karton Kapak,Kitap Kağıdı,0.0,Bağımlı Olma Özgür Kal,0.0,0.0,0.0,0.0,46.0,136
1514,53.63,,,Karton Kapak,Kitap Kağıdı,0.0,Kendine Bir Güzellik Yap,0.0,0.0,0.0,2.0,2.0,144
1515,69.3,3.0,1.0,Karton Kapak,Kitap Kağıdı,65.7,Küçük Mutluluklar,1.0,0.0,6.0,48.0,109.0,232
1516,53.2,,,Karton Kapak,Kitap Kağıdı,0.0,Bir Kahraman Gibi Yaşa,2.0,0.0,0.0,21.0,28.0,192
1517,42.25,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Farkındalık Bilinci,2.0,0.0,3.0,24.0,37.0,160
1518,97.5,4.0,3.0,Karton Kapak,Kitap Kağıdı,82.9,Mutlu Olabilmek Elinizde Bunun Farkında Mısınız,9.0,0.0,2.0,40.0,51.0,544
1519,72.0,4.0,,Karton Kapak,Kitap Kağıdı,73.3,23  Lider Bir Şahsiyetin İnşası,2.0,0.0,0.0,22.0,22.0,223
1520,89.25,,,Karton Kapak,1. Hm. Kağıt,0.0,Kitle Fonlaması  Paya Dayalı Modelde Başarı Faktörleri,0.0,0.0,1.0,6.0,8.0,216
1521,35.0,,,Karton Kapak,Kitap Kağıdı,0.0,Sen Kendinin Farkında Mısın?,0.0,0.0,0.0,11.0,18.0,112
1522,100.0,,,Karton Kapak,Kitap Kağıdı,0.0,Makam Odası,2.0,0.0,0.0,1.0,32.0,262
1523,49.5,,,Karton Kapak,Kitap Kağıdı,0.0,Hoş Geldin Sınav,0.0,0.0,1.0,5.0,4.0,176
1524,66.43,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Sıfırdan Başlamak,0.0,0.0,0.0,16.0,4.0,95
1525,60.5,,,Karton Kapak,Kitap Kağıdı,0.0,100 Yüzlü İnsan,2.0,0.0,0.0,15.0,20.0,248
1526,58.44,,,Karton Kapak,Kitap Kağıdı,0.0,Senin Yolun Mevlana’dan Geçsin,0.0,0.0,0.0,10.0,39.0,176
1527,53.28,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Anahtar  Önce İnsanlık Kılavuzunu Okumak ve Kendini,1.0,0.0,0.0,1.0,102.0,150
1528,31.68,,,Karton Kapak,Kitap Kağıdı,0.0,Unuttuğum Yerde Fısılda,0.0,0.0,0.0,4.0,61.0,58
1529,67.93,,,Karton Kapak,Kitap Kağıdı,0.0,Farkındalıktan İçtenliğe Doğru,1.0,0.0,0.0,19.0,17.0,214
1530,50.05,4.0,2.0,Karton Kapak,Kitap Kağıdı,85.0,Mutlu Olma ve Stressiz Yaşama  Mutluluğun 104 Yolu-Güne Stressiz Başlayın,1.0,0.0,3.0,20.0,38.0,132
1531,111.3,4.0,10.0,Karton Kapak,Kitap Kağıdı,85.3,Yaşam Enerjini Fulle ,6.0,0.0,12.0,72.0,289.0,368
1532,68.75,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Panik Yok! Ben Müslümanım,5.0,0.0,1.0,21.0,55.0,224
1533,96.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,90.0,İyi Ki  Hakikatin Peşinde Bir Kadının Yolculuğu,2.0,0.0,0.0,15.0,19.0,320
1534,40.0,5.0,4.0,Ciltli,Kitap Kağıdı,92.0,Pedagojik Dertlenmeler,2.0,0.0,2.0,49.0,81.0,381
1535,51.56,,,Karton Kapak,Kitap Kağıdı,0.0,7 Adımda Forma Kal,0.0,0.0,0.0,2.0,3.0,86
1536,44.25,,,Karton Kapak,Kitap Kağıdı,0.0,EQ Duygusal Zekanızı Ölçün,2.0,0.0,0.0,42.0,39.0,155
1537,91.0,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Cool Olmak,5.0,0.0,3.0,79.0,71.0,143
1538,52.5,,,Karton Kapak,2. Hm. Kağıt,0.0,İçten Dışa,3.0,0.0,1.0,30.0,23.0,136
1539,60.2,,,Karton Kapak,Kitap Kağıdı,0.0,Dönüştürücü Güç Etkili İletişim,0.0,0.0,0.0,20.0,15.0,232
1540,48.13,3.0,2.0,Karton Kapak,Kitap Kağıdı,60.0,"Sabret, Kabul et, Şükret ",0.0,0.0,0.0,77.0,80.0,128
1541,65.0,,,Karton Kapak,Kitap Kağıdı,0.0,Kimseden Bir Şey Bekleme ve Herkesten Her Şeyi Bekle,1.0,0.0,2.0,26.0,27.0,288
1542,100.1,,,Karton Kapak,Kitap Kağıdı,0.0,Sırlı Takvim,1.0,0.0,0.0,5.0,5.0,262
1543,99.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Yarın Şimdi,1.0,0.0,0.0,4.0,31.0,196
1544,84.5,5.0,,Karton Kapak,Kitap Kağıdı,100.0,"Kutup, Ayısı (Set Kitap)",1.0,0.0,0.0,29.0,53.0,380
1545,76.0,4.0,1.0,Karton Kapak,Kitap Kağıdı,70.0,No. 52 Gerçek İllüzyon,0.0,0.0,2.0,5.0,41.0,144
1546,281.0,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,Başarmak İsteyen Gelsin Problemi Çözsün,0.0,0.0,0.0,6.0,24.0,400
1547,141.7,,,Karton Kapak,Kitap Kağıdı,0.0,Mach 2 Hedeflerinize Süpersonik Hızla Ulaşın,1.0,0.0,0.0,5.0,6.0,156
1548,56.25,,,Karton Kapak,Kitap Kağıdı,0.0,Pollyanna Mutlu muydu?,1.0,0.0,0.0,2.0,2.0,275
1549,39.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Nitelikli Meteliksiz,1.0,0.0,1.0,1.0,31.0,136
1550,98.67,2.0,,Karton Kapak,Kitap Kağıdı,40.0,İkili Denge,0.0,0.0,0.0,3.0,4.0,188
1551,93.75,,,Karton Kapak,Kitap Kağıdı,0.0,Sen De Başarabilirsin,1.0,0.0,0.0,4.0,2.0,320
1552,37.81,,,Karton Kapak,Kitap Kağıdı,0.0,Kendine Yeni Bir Hayat Ismarla,0.0,0.0,3.0,18.0,34.0,208
1553,48.3,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Kendimi Dinlemedim Başkasını Dinlediğim Kadar,2.0,0.0,2.0,31.0,52.0,240
1554,63.05,,,Karton Kapak,Kitap Kağıdı,0.0,Aklında Değil Kalbinde Tut,1.0,0.0,1.0,23.0,29.0,232
1555,57.85,,,Karton Kapak,Kitap Kağıdı,0.0,Sıra Dışı Düşüncenin Gücü,3.0,0.0,3.0,26.0,13.0,264
1556,25.03,,,Karton Kapak,Kitap Kağıdı,0.0,Şükürler Olsun Bugün Pazartesi,0.0,0.0,0.0,0.0,12.0,312
1557,91.0,,,Karton Kapak,1. Hm. Kağıt,0.0,Kurumsal Kaynak Planlama Uygulamalarında Kritik Başarı Faktörleri Uygulaması,1.0,0.0,0.0,2.0,4.0,120
1558,68.8,5.0,,Karton Kapak,Kitap Kağıdı,100.0,İyi Misinİstediğin Hayatı Yaşamanın Sırları,3.0,0.0,0.0,39.0,69.0,208
1559,19.95,,,Karton Kapak,Kitap Kağıdı,0.0,Mehmet Rasim Mutlu’dan Rubailer,0.0,0.0,0.0,5.0,6.0,100
1560,35.1,5.0,1.0,Karton Kapak,Kitap Kağıdı,90.0,Kendimle Hasbihal,0.0,0.0,4.0,14.0,26.0,208
1561,56.16,,,Karton Kapak,Kitap Kağıdı,0.0,Değişim Yönetiminin Başarı Unsurları,0.0,0.0,0.0,2.0,2.0,94
1562,40.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,İlham Veren Evlilikler,1.0,0.0,0.0,7.0,6.0,207
1563,108.75,4.0,2.0,Karton Kapak,1. Hm. Kağıt,74.0,21 Günde İyi Hisset,0.0,0.0,5.0,104.0,123.0,216
1564,71.25,3.0,1.0,Karton Kapak,Kitap Kağıdı,55.0,Uyan Aç Kalbini  Yaşamın İlahi Kodlaması,3.0,1.0,3.0,41.0,108.0,360
1565,68.75,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Kişiye Özel Öğrenme,3.0,1.0,2.0,35.0,64.0,240
1566,50.7,,,Karton Kapak,Kitap Kağıdı,0.0,Sana En Çok Başarı Yakışır,0.0,0.0,0.0,6.0,13.0,106
1567,65.0,,,Karton Kapak,Kitap Kağıdı,0.0,Limitsiz,1.0,0.0,1.0,13.0,12.0,224
1568,62.92,3.0,,Karton Kapak,Kitap Kağıdı,60.0,Yüzlerce Yıllık Geleneklerden Bilimselliğe  Olumlamalar,1.0,0.0,1.0,20.0,70.0,160
1569,39.0,4.0,,Karton Kapak,Kitap Kağıdı,80.0,İletişimin Biz’cesi  İletişimin Dört Şeritli Yolu ve Mutluluğun Formülü ,1.0,0.0,2.0,23.0,39.0,144
1570,72.0,,,Karton Kapak,Kitap Kağıdı,0.0,Mesaj,1.0,0.0,1.0,20.0,49.0,192
1571,55.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Geleceğin Fragmanı,0.0,1.0,4.0,7.0,4.0,50
1572,76.0,,,Karton Kapak,Kitap Kağıdı,0.0,Oyunlarla Yazı Yazmak,0.0,0.0,1.0,10.0,25.0,140
1573,60.5,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Hikmetli sözler,2.0,0.0,0.0,15.0,12.0,304
1574,55.0,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Tüketme Şükret,1.0,1.0,1.0,25.0,39.0,184
1575,61.88,,,Karton Kapak,Kitap Kağıdı,0.0,Yıldızların Konuşma Sanatı,2.0,0.0,3.0,33.0,31.0,224
1576,65.31,,,Karton Kapak,Kitap Kağıdı,0.0,Hayatınızı Fişekleyecek 60+1 Dakika,0.0,0.0,0.0,8.0,6.0,155
1577,33.0,,,Karton Kapak,Kitap Kağıdı,0.0,Ruhumun İlacı Hac,0.0,0.0,1.0,7.0,1.0,48
1578,118.3,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Çocukların Duygusal İhtiyaçları,0.0,0.0,0.0,2.0,6.0,286
1579,50.05,1.0,,Karton Kapak,Kitap Kağıdı,20.0,Farkındalık Anları,3.0,0.0,1.0,41.0,47.0,144
1580,26.52,5.0,1.0,Karton Kapak,Kitap Kağıdı,90.0,Alaca  Adım Adım Doğaya Dönüşün Hikayesi,1.0,0.0,2.0,20.0,33.0,235
1581,35.1,,,Karton Kapak,Kitap Kağıdı,0.0,Bilgelik Nedir ve Nasıl Bilge Olunur?,0.0,0.0,0.0,6.0,15.0,256
1582,35.1,,,Karton Kapak,Kitap Kağıdı,0.0,Yaşam Nedir ve Nasıl Doyasıya Yaşanır?,0.0,0.0,0.0,8.0,6.0,240
1583,44.69,,,Karton Kapak,Kitap Kağıdı,,İki Çarpık Bacak,0.0,0.0,0.0,1.0,4.0,118
1584,49.5,4.0,16.0,Karton Kapak,Kitap Kağıdı,83.2,Aşkla Gülümse,10.0,2.0,26.0,82.0,309.0,256
1585,93.5,,,Karton Kapak,Kitap Kağıdı,0.0,"Kişisel Gelişim ve Davranış Portföyünden Bilinmeyen Nesillere X, Y, Z Buketi",1.0,0.0,0.0,13.0,9.0,324
1586,98.0,,,Karton Kapak,Kitap Kağıdı,0.0,Farkındalık Şifa ve Çözülme,1.0,0.0,1.0,7.0,21.0,256
1587,60.78,,,Karton Kapak,Kitap Kağıdı,0.0,Aşk,0.0,0.0,0.0,3.0,3.0,64
1588,61.2,5.0,3.0,Karton Kapak,Kitap Kağıdı,100.0,Tahattur,1.0,0.0,3.0,11.0,52.0,208
1589,128.0,,,Karton Kapak,Kitap Kağıdı,0.0,Anılar ve Alıntılar,0.0,0.0,1.0,3.0,299.0,270
1590,62.4,,,Karton Kapak,Kitap Kağıdı,0.0,Uzun Süreli İlişkilerin Sırları,0.0,0.0,0.0,5.0,15.0,144
1591,54.31,4.0,2.0,Karton Kapak,Kitap Kağıdı,76.0,Başarı ve Motivasyon Öyküleri,1.0,0.0,4.0,33.0,117.0,256
1592,115.0,4.0,1.0,Karton Kapak,Kitap Kağıdı,73.3,Girişimcilik Hapı,4.0,0.0,1.0,29.0,87.0,238
1593,80.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Fanatik Müşteriler,3.0,0.0,1.0,29.0,91.0,132
1594,85.8,,,Karton Kapak,Kitap Kağıdı,0.0,Nereden Nereye  Atölyeden Fabrikaya Uzanan Bir İş Hayatı Hikayesi,0.0,0.0,0.0,7.0,3.0,168
1595,74.36,,,Karton Kapak,Kitap Kağıdı,0.0,Kendini Keşfet,0.0,0.0,0.0,5.0,3.0,180
1596,37.62,,,Karton Kapak,Kitap Kağıdı,0.0,Beş Dakikada Sakinlik,2.0,0.0,0.0,16.0,2.0,176
1597,55.0,,,Karton Kapak,Kitap Kağıdı,0.0,Evli Mutlu Çocuklu,0.0,0.0,1.0,6.0,2.0,224
1598,135.85,,,Karton Kapak,Kitap Kağıdı,0.0,Gençlerle Sohbetler 7 / Başarının Sırları ,2.0,0.0,0.0,5.0,1.0,338
1599,61.5,,,Karton Kapak,Kitap Kağıdı,0.0,Sadece Senin İçin,0.0,0.0,0.0,2.0,2.0,152
1600,44.55,,,Karton Kapak,Kitap Kağıdı,0.0,Acemi Girişimciye,0.0,0.0,1.0,5.0,7.0,184
1601,247.45,,,Karton Kapak,Kitap Kağıdı,0.0,Kişisel Gelişim – 4  3 Kitap Set,2.0,0.0,0.0,46.0,2.0,
1602,50.7,,,Karton Kapak,Kitap Kağıdı,,Türklerin Kutup Yıldızı,0.0,0.0,1.0,33.0,42.0,190
1603,31.5,4.0,1.0,Karton Kapak,Kitap Kağıdı,86.7,Yumuşak Güç,1.0,0.0,5.0,33.0,49.0,144
1604,51.35,4.0,24.0,Karton Kapak,Kitap Kağıdı,76.8,Sıradışı 202 Fikir,21.0,7.0,25.0,105.0,189.0,256
1605,35.75,,,Karton Kapak,Kitap Kağıdı,0.0,Arayış Ve Denge,0.0,0.0,0.0,2.0,4.0,128
1606,160.88,,,Karton Kapak,Kitap Kağıdı,0.0,Başarı Seti (3 Kitap),0.0,0.0,0.0,8.0,11.0,768
1607,35.1,3.0,1.0,Karton Kapak,Kitap Kağıdı,50.0,Depresyon Psikolojisi,0.0,0.0,2.0,27.0,56.0,208
1608,26.0,5.0,5.0,Karton Kapak,Kitap Kağıdı,100.0,İyiler Bir Gün Mutlaka Kazanır  ,5.0,1.0,2.0,38.0,83.0,160
1609,68.25,,,Karton Kapak,1. Hm. Kağıt,0.0,"Fiziksel Aktivitenin Yaşam Memnuniyeti, Depresyon, Stres ve Kaygı Düzeyine Etkisi",1.0,0.0,0.0,10.0,2.0,83
1610,58.5,5.0,2.0,Karton Kapak,Kitap Kağıdı,100.0,O'nun Sözleri  Yaşamınızda Fark Yaratan Sözler,1.0,0.0,1.0,24.0,17.0,167
1611,32.5,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Sirta Guusha (Somalice)  Qof Hanyar Mahano Qaado,1.0,0.0,0.0,10.0,13.0,112
1612,70.2,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Sunumda Avantaj,0.0,0.0,1.0,19.0,17.0,192
1613,65.78,,,Karton Kapak,Kitap Kağıdı,0.0,Tin Ten Tını  Müzik ve Dansın Hayatı Dönüştüren Gücünü Keşfedin,1.0,0.0,0.0,13.0,14.0,232
1614,67.6,,,Karton Kapak,Kitap Kağıdı,0.0,Kariyer Yönetimi Planlaması Geliştirme Özgeçmiş Yazma,0.0,0.0,0.0,7.0,3.0,160
1615,103.13,,,Karton Kapak,Kitap Kağıdı,0.0,Aydınlığa Giden Yol,0.0,0.0,0.0,3.0,2.0,320
1616,77.22,,,Karton Kapak,Kitap Kağıdı,0.0,Kendine Güven,0.0,0.0,0.0,8.0,2.0,108
1617,165.0,5.0,,Karton Kapak,Kuşe Kağıt,100.0,Meleklerin Seninle Konuşuyor,3.0,0.0,2.0,39.0,65.0,312
1618,61.75,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Hayatı Anlamlandırmak,0.0,1.0,0.0,9.0,6.0,190
1619,107.25,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Başarı Bir Yolculuktur,2.0,0.0,1.0,22.0,21.0,288
1620,101.4,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Sınavlarda Başarının Adımları,0.0,0.0,1.0,5.0,5.0,286
1621,70.7,4.0,2.0,Karton Kapak,Kitap Kağıdı,86.7,Keşkesiz Yaşamak,4.0,0.0,6.0,58.0,129.0,240
1622,103.68,,,Karton Kapak,Kitap Kağıdı,0.0,Okul Yöneticiliğinden Entelektüel Liderliğe,0.0,0.0,0.0,10.0,18.0,224
1623,57.2,,,Karton Kapak,Kitap Kağıdı,0.0,Hayat Üçgeni / Kapı Aralığından 6,0.0,0.0,0.0,2.0,2.0,102
1624,71.5,,,Karton Kapak,Kitap Kağıdı,0.0,Sevgimizi Yönetmek,1.0,0.0,0.0,8.0,2.0,384
1625,108.75,,,Karton Kapak,Kitap Kağıdı,0.0,Değişimle Randevu  Hikayeni Değiştirirsen Hayatın Değişir,0.0,0.0,1.0,7.0,2.0,212
1626,22.88,2.0,,Karton Kapak,Kitap Kağıdı,40.0,Hayatınıza Yer Açın,2.0,0.0,1.0,12.0,9.0,152
1627,77.0,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,Özgüvenin Temel Dinamikleri,2.0,0.0,2.0,19.0,20.0,208
1628,74.25,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Eşinizle Huzuru Yakalamak  Mutlu İlişkiler İçin Pratik Rehber,0.0,0.0,1.0,30.0,18.0,144
1629,104.0,3.0,,Karton Kapak,Kitap Kağıdı,60.0,Digito Ergo Sum Dijitalim Öyleyse Varım,0.0,1.0,1.0,8.0,20.0,214
1630,51.0,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Memnuniyet İstasyonu,1.0,0.0,0.0,23.0,147.0,74
1631,96.0,,,Karton Kapak,Kitap Kağıdı,0.0,Tutku İçindeki Süper Güç,1.0,0.0,0.0,8.0,20.0,196
1632,81.51,,,Karton Kapak,Kitap Kağıdı,0.0,Yaşamdan Zevk Al,0.0,0.0,0.0,9.0,2.0,144
1633,63.75,,,Karton Kapak,Kitap Kağıdı,0.0,Mutlu Çocuklar,0.0,0.0,0.0,6.0,2.0,264
1634,19.25,,,Karton Kapak,Kitap Kağıdı,0.0,Doğru Kişi Misin?,1.0,0.0,0.0,4.0,7.0,103
1635,61.0,,,Karton Kapak,Kitap Kağıdı,0.0,Tekli Koltuk ,1.0,0.0,0.0,3.0,63.0,100
1636,61.6,,,Karton Kapak,Kitap Kağıdı,0.0,Bir Koltukla Zengin Olunur Mu?,1.0,0.0,0.0,3.0,2.0,208
1637,118.3,,,Karton Kapak,Kitap Kağıdı,0.0,Birey Örgüt Etkileşimi,0.0,0.0,0.0,3.0,4.0,126
1638,246.35,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Her Gün Seni Merkeze Koyan Bir Şey Yap,3.0,0.0,2.0,159.0,126.0,368
1639,246.35,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Her Gün Sana Korku Veren Bir Şey Yap,7.0,0.0,0.0,184.0,72.0,368
1640,16.25,4.0,,Karton Kapak,Kitap Kağıdı,80.0,Sükut-u Vaveyla,1.0,0.0,0.0,10.0,16.0,192
1641,35.6,4.0,1.0,Karton Kapak,Kitap Kağıdı,80.0,"Hayata Başka Bak  Aklın, Kalbin, Neslin Güzelleşsin",2.0,0.0,2.0,7.0,31.0,160
1642,35.1,,,Karton Kapak,Kitap Kağıdı,0.0,Minik Bir Adım,0.0,0.0,0.0,4.0,92.0,144
1643,16.9,,,Karton Kapak,Kitap Kağıdı,0.0,Çocukta ve Gençte Sevgi Ve Gönüllülük,0.0,0.0,0.0,1.0,7.0,190
1644,34.38,,,Karton Kapak,Kitap Kağıdı,0.0,Erkekler Neden Aldatır,1.0,0.0,0.0,3.0,2.0,149
1645,35.1,,,Karton Kapak,Kitap Kağıdı,0.0,Yaşam Kendini Keşfetmekle Başlar,1.0,0.0,0.0,7.0,2.0,128
1646,68.25,,,Karton Kapak,1. Hm. Kağıt,0.0,Rekreasyon ve Yaşam Becerisi  Katılım Motivasyonu ve Teori Üzerine Yaklaşımlar,0.0,0.0,0.0,7.0,2.0,136
1647,38.22,2.0,,Karton Kapak,Kitap Kağıdı,40.0,Yalnızlık Terapisi,1.0,0.0,2.0,25.0,63.0,128
1648,75.0,5.0,,Karton Kapak,Kitap Kağıdı,100.0,Mutluluk Bilgeliği,0.0,0.0,1.0,7.0,18.0,224
1649,79.2,4.0,2.0,Karton Kapak,Kitap Kağıdı,80.0,Vaha,2.0,0.0,1.0,12.0,73.0,320
1650,135.85,,,Karton Kapak,Kitap Kağıdı,0.0,Mentor Anne-Baba,1.0,0.0,0.0,8.0,10.0,306
1651,283.25,,,Karton Kapak,Kitap Kağıdı,0.0,Gelişim Seti (5 Kitap),0.0,0.0,0.0,16.0,6.0,974
1652,70.4,,,Karton Kapak,Kitap Kağıdı,0.0,Yarınlar Kimin,1.0,0.0,0.0,6.0,15.0,176
1653,38.5,,,Karton Kapak,Kitap Kağıdı,0.0,Us’lu Yaşam Yolculuğu,0.0,0.0,0.0,1.0,11.0,104
1654,45.5,,,Karton Kapak,Kitap Kağıdı,0.0,U Dönüşü,0.0,0.0,0.0,2.0,5.0,120
1655,60.78,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Hayat Boyu Yaşamak,1.0,0.0,1.0,14.0,10.0,296
1656,71.25,,,Karton Kapak,Kitap Kağıdı,0.0,İnleyen Nağmeler,0.0,0.0,0.0,0.0,1.0,320
1657,59.15,5.0,,Karton Kapak,1. Hm. Kağıt,100.0,Motor Gelişime Giriş,1.0,0.0,0.0,9.0,6.0,114
1658,97.64,,,Karton Kapak,Kitap Kağıdı,0.0,Liderlikte Yeni bir Yaklaşım: 360° Liderlik,0.0,0.0,0.0,9.0,3.0,132
1659,70.07,,,Karton Kapak,1. Hm. Kağıt,0.0,Deprem / Depreme Karşı Farkındalık ve Deprem Bilinci Kazanmak İçin,0.0,0.0,0.0,5.0,1.0,48
1660,45.25,4.0,2.0,Karton Kapak,Kitap Kağıdı,75.0,Kişisel Bağımsızlık Bildirgesi,5.0,1.0,6.0,43.0,45.0,96
1661,79.0,,,Karton Kapak,1. Hm. Kağıt,0.0,Bireysel Kariyer Planlamada Etkili Olan Faktörler,0.0,0.0,0.0,3.0,1.0,136
1662,89.38,,,Karton Kapak,Kitap Kağıdı,0.0,Kendi Kendine İlişki Uzmanı,0.0,0.0,0.0,1.0,1.0,81
1663,69.3,,,Karton Kapak,Kitap Kağıdı,0.0,Mutluluk Sizin İçinizde,0.0,0.0,1.0,7.0,20.0,200
1664,55.3,,,Karton Kapak,Kitap Kağıdı,0.0,Samimi Niyet ,0.0,0.0,2.0,12.0,28.0,184
1665,51.35,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,Aşkı Bize Yanlış Öğrettiler,2.0,0.0,4.0,20.0,37.0,176
1666,227.5,,,Karton Kapak,3. Hm. Kağıt,0.0,Şeyler ve İnsanlar,0.0,0.0,1.0,23.0,26.0,324
1667,26.39,,,Karton Kapak,Kitap Kağıdı,0.0,Aşkın Arabesk Hali,0.0,0.0,0.0,3.0,4.0,100
1668,35.1,,,Karton Kapak,Kitap Kağıdı,0.0,Hayat ve Kariyer,0.0,0.0,0.0,1.0,15.0,128
1669,53.63,5.0,2.0,Karton Kapak,Kitap Kağıdı,93.3,Kariyer Sanatı,3.0,0.0,3.0,29.0,32.0,205
1670,35.75,,,Karton Kapak,Kitap Kağıdı,0.0,İyiden Daha İyi Olmak,1.0,0.0,0.0,5.0,9.0,84
1671,28.6,,,Karton Kapak,Kitap Kağıdı,0.0,Hayata Dair Her Şey İçin Aforizmalar,0.0,0.0,0.0,0.0,3.0,80
1672,71.25,5.0,,Karton Kapak,Kitap Kağıdı,96.7,Egonu Bırak Da Gel,2.0,0.0,6.0,34.0,101.0,280
1673,72.19,5.0,1.0,Karton Kapak,Kitap Kağıdı,100.0,İçindeki Kahramanı Keşfet,1.0,0.0,0.0,22.0,33.0,232
